lang_code,vendor,variant,C_i,M_i,f_i
kpt,Timbo_Karatinets,К,1249,39059,0.0319772652
kpt,Timbo_Karatinets,КЪ,289,39059,0.0073990630
kpt,Timbo_Karatinets,КЬ,353,39059,0.0090376098
kpt,Timbo_Karatinets,Л,2325,39059,0.0595253335
kpt,Timbo_Karatinets,ЛЪ,912,39059,0.0233492921
kpt,Timbo_Karatinets,М,1203,39059,0.0307995596
kpt,Timbo_Karatinets,Н,1417,39059,0.0362784505
kpt,Timbo_Karatinets,О,1760,39059,0.0450600374
kpt,Timbo_Karatinets,П,163,39059,0.0041731739
kpt,Timbo_Karatinets,Р,2084,39059,0.0533551806
kpt,Timbo_Karatinets,С,883,39059,0.0226068256
kpt,Timbo_Karatinets,Т,702,39059,0.0179728104
kpt,Timbo_Karatinets,У,1605,39059,0.0410916818
kpt,Timbo_Karatinets,Ф,46,39059,0.0011777055
kpt,Timbo_Karatinets,Х,880,39059,0.0225300187
kpt,Timbo_Karatinets,ХЪ,159,39059,0.0040707647
kpt,Timbo_Karatinets,ХЬ,92,39059,0.0023554110
kpt,Timbo_Karatinets,Ц,406,39059,0.0103945314
kpt,Timbo_Karatinets,Ч,542,39059,0.0138764433
kpt,Timbo_Karatinets,Ш,340,39059,0.0087047799
kpt,Timbo_Karatinets,Щ,131,39059,0.0033539005
kpt,Timbo_Karatinets,Ъ,14,39059,0.0003584321
kpt,Timbo_Karatinets,Ы,71,39059,0.0018177629
kpt,Timbo_Karatinets,Ь,102,39059,0.0026114340
kpt,Timbo_Karatinets,Э,41,39059,0.0010496941
kpt,Timbo_Karatinets,Ю,37,39059,0.0009472849
kpt,Timbo_Karatinets,Я,745,39059,0.0190737090
kpv,FU-Lab,Ё,40547,17264794,0.0023485366
kpv,FU-Lab,І,163005,17264794,0.0094414680
kpv,FU-Lab,А,1451506,17264794,0.0840731723
kpv,FU-Lab,Б,196395,17264794,0.0113754615
kpv,FU-Lab,В,657578,17264794,0.0380877988
kpv,FU-Lab,Г,184616,17264794,0.0106932061
kpv,FU-Lab,Д,826305,17264794,0.0478606927
kpv,FU-Lab,Е,523837,17264794,0.0303413409
kpv,FU-Lab,Ж,155259,17264794,0.0089928093
kpv,FU-Lab,З,269078,17264794,0.0155853583
kpv,FU-Lab,И,718619,17264794,0.0416233753
kpv,FU-Lab,Й,290113,17264794,0.0168037337
kpv,FU-Lab,К,712052,17264794,0.0412430059
kpv,FU-Lab,Л,741676,17264794,0.0429588676
kpv,FU-Lab,М,720479,17264794,0.0417311090
kpv,FU-Lab,Н,1184984,17264794,0.0686358609
kpv,FU-Lab,О,796259,17264794,0.0461203881
kpv,FU-Lab,П,282901,17264794,0.0163860050
kpv,FU-Lab,Р,680605,17264794,0.0394215535
kpv,FU-Lab,С,1493094,17264794,0.0864820049
kpv,FU-Lab,Т,831090,17264794,0.0481378463
kpv,FU-Lab,У,399420,17264794,0.0231349415
kpv,FU-Lab,Ф,29314,17264794,0.0016979062
kpv,FU-Lab,Х,19851,17264794,0.0011497965
kpv,FU-Lab,Ц,30229,17264794,0.0017509042
kpv,FU-Lab,Ч,213213,17264794,0.0123495826
kpv,FU-Lab,Ш,155637,17264794,0.0090147036
kpv,FU-Lab,Щ,4955,17264794,0.0002870002
kpv,FU-Lab,Ъ,93841,17264794,0.0054353964
kpv,FU-Lab,Ы,1099069,17264794,0.0636595490
kpv,FU-Lab,Ь,510754,17264794,0.0295835560
kpv,FU-Lab,Э,82103,17264794,0.0047555158
kpv,FU-Lab,Ю,54225,17264794,0.0031407847
kpv,FU-Lab,Я,326509,17264794,0.0189118387
kpv,FU-Lab,Ӧ,1325676,17264794,0.0767849301
krc,Ali_Berberov,Ё,9020,2017552,0.0044707646
krc,Ali_Berberov,Ў,23594,2017552,0.0116943702
krc,Ali_Berberov,А,298975,2017552,0.1481870108
krc,Ali_Berberov,Б,66692,2017552,0.0330559014
krc,Ali_Berberov,В,16092,2017552,0.0079760026
krc,Ali_Berberov,Г,28578,2017552,0.0141646907
krc,Ali_Berberov,Д,92529,2017552,0.0458620150
krc,Ali_Berberov,Е,96833,2017552,0.0479952933
krc,Ali_Berberov,Ж,2762,2017552,0.0013689858
krc,Ali_Berberov,З,20507,2017552,0.0101642981
krc,Ali_Berberov,И,136133,2017552,0.0674743451
krc,Ali_Berberov,Й,22079,2017552,0.0109434602
krc,Ali_Berberov,К,56675,2017552,0.0280909736
krc,Ali_Berberov,Л,165236,2017552,0.0818992522
krc,Ali_Berberov,М,53769,2017552,0.0266506142
krc,Ali_Berberov,Н,155295,2017552,0.0769719938
krc,Ali_Berberov,О,67237,2017552,0.0333260308
krc,Ali_Berberov,П,18005,2017552,0.0089241814
krc,Ali_Berberov,Р,120981,2017552,0.0599642537
krc,Ali_Berberov,С,59766,2017552,0.0296230283
krc,Ali_Berberov,Т,77972,2017552,0.0386468354
krc,Ali_Berberov,У,57659,2017552,0.0285786934
krc,Ali_Berberov,Ф,9351,2017552,0.0046348248
krc,Ali_Berberov,Х,15733,2017552,0.0077980642
krc,Ali_Berberov,Ц,8922,2017552,0.0044221909
krc,Ali_Berberov,Ч,26838,2017552,0.0133022594
krc,Ali_Berberov,Ш,24394,2017552,0.0120908903
krc,Ali_Berberov,Щ,150,2017552,0.0000743475
krc,Ali_Berberov,Ъ,204,2017552,0.0001011126
krc,Ali_Berberov,Ы,117490,2017552,0.0582339390
krc,Ali_Berberov,Ь,6335,2017552,0.0031399439
krc,Ali_Berberov,Э,15922,2017552,0.0078917421
krc,Ali_Berberov,Ю,32086,2017552,0.0159034315
krc,Ali_Berberov,Я,20991,2017552,0.0104041928
krc,Ali_Berberov,Ғ,29405,2017552,0.0145745934
krc,Ali_Berberov,Җ,21901,2017552,0.0108552345
krc,Ali_Berberov,Қ,32313,2017552,0.0160159441
krc,Ali_Berberov,Ң,9128,2017552,0.0045242948
kum,Ali_Kuzhuget,Ё,425,3262311,0.0001302757
kum,Ali_Kuzhuget,А,467276,3262311,0.1432346579
kum,Ali_Kuzhuget,АЬ,11198,3262311,0.0034325360
kum,Ali_Kuzhuget,Б,79466,3262311,0.0243588058
kum,Ali_Kuzhuget,В,104038,3262311,0.0318908896
kum,Ali_Kuzhuget,Г,28244,3262311,0.0086576663
kum,Ali_Kuzhuget,ГЪ,57800,3262311,0.0177175015
kum,Ali_Kuzhuget,ГЬ,33909,3262311,0.0103941654
kum,Ali_Kuzhuget,Д,140662,3262311,0.0431172871
kum,Ali_Kuzhuget,Е,96832,3262311,0.0296820260
kum,Ali_Kuzhuget,Ж,23160,3262311,0.0070992618
kum,Ali_Kuzhuget,З,58151,3262311,0.0178250939
kum,Ali_Kuzhuget,И,393009,3262311,0.1204695077
kum,Ali_Kuzhuget,Й,91852,3262311,0.0281555008
kum,Ali_Kuzhuget,К,82315,3262311,0.0252321131
kum,Ali_Kuzhuget,КЪ,5815,3262311,0.0017824787
kum,Ali_Kuzhuget,КЬ,15597,3262311,0.0047809666
kum,Ali_Kuzhuget,КӀ,8606,3262311,0.0026380072
kum,Ali_Kuzhuget,Л,132804,3262311,0.0407085652
kum,Ali_Kuzhuget,М,89226,3262311,0.0273505500
kum,Ali_Kuzhuget,Н,230123,3262311,0.0705398719
kum,Ali_Kuzhuget,О,79335,3262311,0.0243186502
kum,Ali_Kuzhuget,П,42833,3262311,0.0131296495
kum,Ali_Kuzhuget,ПӀ,19143,3262311,0.0058679261
kum,Ali_Kuzhuget,Р,237202,3262311,0.0727098060
kum,Ali_Kuzhuget,С,91436,3262311,0.0280279838
kum,Ali_Kuzhuget,Т,103992,3262311,0.0318767892
kum,Ali_Kuzhuget,ТӀ,6695,3262311,0.0020522262
kum,Ali_Kuzhuget,У,208976,3262311,0.0640576573
kum,Ali_Kuzhuget,УЬ,4843,3262311,0.0014845304
kum,Ali_Kuzhuget,Ф,16632,3262311,0.0050982264
kum,Ali_Kuzhuget,Х,37106,3262311,0.0113741455
kum,Ali_Kuzhuget,ХЪ,15878,3262311,0.0048671019
kum,Ali_Kuzhuget,ХЬ,20742,3262311,0.0063580695
kum,Ali_Kuzhuget,Ц,12343,3262311,0.0037835142
kum,Ali_Kuzhuget,ЦӀ,3827,3262311,0.0011730948
kum,Ali_Kuzhuget,Ч,24271,3262311,0.0074398180
kum,Ali_Kuzhuget,ЧӀ,3895,3262311,0.0011939389
kum,Ali_Kuzhuget,Ш,46152,3262311,0.0141470264
kum,Ali_Kuzhuget,Щ,1194,3262311,0.0003659982
kum,Ali_Kuzhuget,Ъ,24202,3262311,0.0074186673
kum,Ali_Kuzhuget,Ы,5046,3262311,0.0015467563
kum,Ali_Kuzhuget,Ь,8166,3262311,0.0025031335
kum,Ali_Kuzhuget,Э,5253,3262311,0.0016102082
kum,Ali_Kuzhuget,Ю,23649,3262311,0.0072491556
kum,Ali_Kuzhuget,Я,49875,3262311,0.0152882420
kum,Ali_Kuzhuget,Ӏ,19117,3262311,0.0058599563
lbe,Ali_Kuzhuget,Ё,149,11544524,0.0000129066
lbe,Ali_Kuzhuget,І,16619,11544524,0.0014395570
lbe,Ali_Kuzhuget,А,2044982,11544524,0.1771387023
lbe,Ali_Kuzhuget,АЬ,35202,11544524,0.0030492379
lbe,Ali_Kuzhuget,Б,279787,11544524,0.0242354730
lbe,Ali_Kuzhuget,В,469070,11544524,0.0406313851
lbe,Ali_Kuzhuget,Г,130005,11544524,0.0112611832
lbe,Ali_Kuzhuget,ГЪ,35539,11544524,0.0030784292
lbe,Ali_Kuzhuget,ГЬ,70836,11544524,0.0061358961
lbe,Ali_Kuzhuget,Д,311573,11544524,0.0269888131
lbe,Ali_Kuzhuget,Е,141054,11544524,0.0122182604
lbe,Ali_Kuzhuget,Ж,56020,11544524,0.0048525171
lbe,Ali_Kuzhuget,З,99733,11544524,0.0086389876
lbe,Ali_Kuzhuget,И,875273,11544524,0.0758171580
lbe,Ali_Kuzhuget,Й,264631,11544524,0.0229226428
lbe,Ali_Kuzhuget,К,178832,11544524,0.0154906343
lbe,Ali_Kuzhuget,КІ,81703,11544524,0.0070772082
lbe,Ali_Kuzhuget,КК,40662,11544524,0.0035221894
lbe,Ali_Kuzhuget,КЪ,67848,11544524,0.0058770721
lbe,Ali_Kuzhuget,КЬ,54984,11544524,0.0047627776
lbe,Ali_Kuzhuget,Л,914747,11544524,0.0792364415
lbe,Ali_Kuzhuget,М,302053,11544524,0.0261641797
lbe,Ali_Kuzhuget,Н,891920,11544524,0.0772591404
lbe,Ali_Kuzhuget,О,138610,11544524,0.0120065583
lbe,Ali_Kuzhuget,ОЬ,22343,11544524,0.0019353765
lbe,Ali_Kuzhuget,П,72783,11544524,0.0063045475
lbe,Ali_Kuzhuget,ПІ,1008,11544524,0.0000873141
lbe,Ali_Kuzhuget,ПП,8937,11544524,0.0007741333
lbe,Ali_Kuzhuget,Р,722431,11544524,0.0625778075
lbe,Ali_Kuzhuget,С,178294,11544524,0.0154440322
lbe,Ali_Kuzhuget,СС,242560,11544524,0.0210108273
lbe,Ali_Kuzhuget,Т,260561,11544524,0.0225700947
lbe,Ali_Kuzhuget,ТІ,57335,11544524,0.0049664239
lbe,Ali_Kuzhuget,ТТ,96880,11544524,0.0083918575
lbe,Ali_Kuzhuget,У,1286109,11544524,0.1114042467
lbe,Ali_Kuzhuget,Ф,15257,11544524,0.0013215790
lbe,Ali_Kuzhuget,Х,75020,11544524,0.0064983190
lbe,Ali_Kuzhuget,ХІ,64420,11544524,0.0055801348
lbe,Ali_Kuzhuget,ХХ,41287,11544524,0.0035763276
lbe,Ali_Kuzhuget,ХЪ,74108,11544524,0.0064193205
lbe,Ali_Kuzhuget,ХЬ,54511,11544524,0.0047218058
lbe,Ali_Kuzhuget,ХЬХЬ,13880,11544524,0.0012023016
lbe,Ali_Kuzhuget,Ц,83359,11544524,0.0072206528
lbe,Ali_Kuzhuget,ЦІ,42628,11544524,0.0036924866
lbe,Ali_Kuzhuget,ЦЦ,1547,11544524,0.0001340029
lbe,Ali_Kuzhuget,Ч,97127,11544524,0.0084132529
lbe,Ali_Kuzhuget,ЧІ,78125,11544524,0.0067672777
lbe,Ali_Kuzhuget,ЧЧ,16852,11544524,0.0014597397
lbe,Ali_Kuzhuget,Ш,131426,11544524,0.0113842719
lbe,Ali_Kuzhuget,Щ,37356,11544524,0.0032358199
lbe,Ali_Kuzhuget,Ъ,12814,11544524,0.0011099635
lbe,Ali_Kuzhuget,Ы,7488,11544524,0.0006486192
lbe,Ali_Kuzhuget,Ь,28739,11544524,0.0024894054
lbe,Ali_Kuzhuget,Э,10385,11544524,0.0008995607
lbe,Ali_Kuzhuget,Ю,22874,11544524,0.0019813723
lbe,Ali_Kuzhuget,Я,184248,11544524,0.0159597745
lez,Artur_Magomedov,А,880065,5452676,0.1614005674
lez,Artur_Magomedov,Б,75616,5452676,0.0138676863
lez,Artur_Magomedov,В,207627,5452676,0.0380780006
lez,Artur_Magomedov,Г,86328,5452676,0.0158322262
lez,Artur_Magomedov,ГЪ,30501,5452676,0.0055937672
lez,Artur_Magomedov,ГЬ,63846,5452676,0.0117091131
lez,Artur_Magomedov,Д,251118,5452676,0.0460540843
lez,Artur_Magomedov,Е,258374,5452676,0.0473848070
lez,Artur_Magomedov,Ж,28055,5452676,0.0051451801
lez,Artur_Magomedov,З,113046,5452676,0.0207322056
lez,Artur_Magomedov,И,567065,5452676,0.1039975601
lez,Artur_Magomedov,Й,165275,5452676,0.0303108052
lez,Artur_Magomedov,К,156460,5452676,0.0286941678
lez,Artur_Magomedov,КЪ,34748,5452676,0.0063726508
lez,Artur_Magomedov,КЬ,44037,5452676,0.0080762180
lez,Artur_Magomedov,КӀ,19980,5452676,0.0036642559
lez,Artur_Magomedov,Л,254381,5452676,0.0466525060
lez,Artur_Magomedov,М,131291,5452676,0.0240782691
lez,Artur_Magomedov,Н,393761,5452676,0.0722142669
lez,Artur_Magomedov,О,133317,5452676,0.0244498298
lez,Artur_Magomedov,П,63694,5452676,0.0116812369
lez,Artur_Magomedov,ПӀ,822,5452676,0.0001507517
lez,Artur_Magomedov,Р,395597,5452676,0.0725509823
lez,Artur_Magomedov,С,175933,5452676,0.0322654418
lez,Artur_Magomedov,Т,193336,5452676,0.0354570857
lez,Artur_Magomedov,ТӀ,15788,5452676,0.0028954590
lez,Artur_Magomedov,У,203612,5452676,0.0373416649
lez,Artur_Magomedov,УЬ,62311,5452676,0.0114276000
lez,Artur_Magomedov,Ф,34819,5452676,0.0063856719
lez,Artur_Magomedov,Х,75523,5452676,0.0138506304
lez,Artur_Magomedov,ХЪ,13421,5452676,0.0024613603
lez,Artur_Magomedov,ХЬ,15219,5452676,0.0027911066
lez,Artur_Magomedov,Ц,22614,5452676,0.0041473214
lez,Artur_Magomedov,ЦӀ,8543,5452676,0.0015667536
lez,Artur_Magomedov,Ч,46514,5452676,0.0085304904
lez,Artur_Magomedov,ЧӀ,21338,5452676,0.0039133079
lez,Artur_Magomedov,Ш,41773,5452676,0.0076610090
lez,Artur_Magomedov,Щ,1038,5452676,0.0001903652
lez,Artur_Magomedov,Ъ,2152,5452676,0.0003946686
lez,Artur_Magomedov,Ы,8985,5452676,0.0016478148
lez,Artur_Magomedov,Ь,19740,5452676,0.0036202408
lez,Artur_Magomedov,Э,21930,5452676,0.0040218784
lez,Artur_Magomedov,Ю,10729,5452676,0.0019676577
lez,Artur_Magomedov,Я,102354,5452676,0.0187713336
mdf,Ali_Kuzhuget,Ё,12111,6476604,0.0018699615
mdf,Ali_Kuzhuget,А,707164,6476604,0.1091874692
mdf,Ali_Kuzhuget,Б,60423,6476604,0.0093294263
mdf,Ali_Kuzhuget,В,191518,6476604,0.0295707442
mdf,Ali_Kuzhuget,Г,71168,6476604,0.0109884748
mdf,Ali_Kuzhuget,Д,179248,6476604,0.0276762328
mdf,Ali_Kuzhuget,Е,429282,6476604,0.0662819589
mdf,Ali_Kuzhuget,Ж,24293,6476604,0.0037508855
mdf,Ali_Kuzhuget,З,117574,6476604,0.0181536497
mdf,Ali_Kuzhuget,И,349971,6476604,0.0540361893
mdf,Ali_Kuzhuget,Й,95067,6476604,0.0146785260
mdf,Ali_Kuzhuget,К,315837,6476604,0.0487658347
mdf,Ali_Kuzhuget,Л,234183,6476604,0.0361583015
mdf,Ali_Kuzhuget,М,232388,6476604,0.0358811501
mdf,Ali_Kuzhuget,Н,538618,6476604,0.0831636456
mdf,Ali_Kuzhuget,О,494814,6476604,0.0764002246
mdf,Ali_Kuzhuget,П,111638,6476604,0.0172371199
mdf,Ali_Kuzhuget,Р,275386,6476604,0.0425201232
mdf,Ali_Kuzhuget,С,462359,6476604,0.0713891107
mdf,Ali_Kuzhuget,Т,441842,6476604,0.0682212468
mdf,Ali_Kuzhuget,У,109412,6476604,0.0168934213
mdf,Ali_Kuzhuget,Ф,85967,6476604,0.0132734686
mdf,Ali_Kuzhuget,Х,53399,6476604,0.0082449074
mdf,Ali_Kuzhuget,Ц,80876,6476604,0.0124874085
mdf,Ali_Kuzhuget,Ч,40067,6476604,0.0061864212
mdf,Ali_Kuzhuget,Ш,74878,6476604,0.0115613059
mdf,Ali_Kuzhuget,Щ,8815,6476604,0.0013610528
mdf,Ali_Kuzhuget,Ъ,5678,6476604,0.0008766940
mdf,Ali_Kuzhuget,Ы,27116,6476604,0.0041867621
mdf,Ali_Kuzhuget,Ь,375446,6476604,0.0579695779
mdf,Ali_Kuzhuget,Э,37177,6476604,0.0057401996
mdf,Ali_Kuzhuget,Ю,19459,6476604,0.0030045067
mdf,Ali_Kuzhuget,Я,213430,6476604,0.0329539987
mhr,FU-lab,Ё,24716,107894580,0.0002290755
mhr,FU-lab,А,11425331,107894580,0.1058934656
mhr,FU-lab,Б,289030,107894580,0.0026788185
mhr,FU-lab,В,2301357,107894580,0.0213296812
mhr,FU-lab,Г,2088291,107894580,0.0193549203
mhr,FU-lab,Д,2875584,107894580,0.0266517929
mhr,FU-lab,Е,8708028,107894580,0.0807086695
mhr,FU-lab,Ж,1480898,107894580,0.0137254160
mhr,FU-lab,З,660422,107894580,0.0061209933
mhr,FU-lab,И,2975466,107894580,0.0275775298
mhr,FU-lab,Й,2310411,107894580,0.0214135965
mhr,FU-lab,К,6256182,107894580,0.0579842101
mhr,FU-lab,Л,6260924,107894580,0.0580281605
mhr,FU-lab,М,5882596,107894580,0.0545217007
mhr,FU-lab,Н,7366051,107894580,0.0682708158
mhr,FU-lab,О,6190304,107894580,0.0573736327
mhr,FU-lab,П,2067844,107894580,0.0191654113
mhr,FU-lab,Р,4141931,107894580,0.0383886846
mhr,FU-lab,С,1909168,107894580,0.0176947535
mhr,FU-lab,Т,7180315,107894580,0.0665493577
mhr,FU-lab,У,3309398,107894580,0.0306725139
mhr,FU-lab,Ф,115484,107894580,0.0010703411
mhr,FU-lab,Х,108849,107894580,0.0010088459
mhr,FU-lab,Ц,107672,107894580,0.0009979371
mhr,FU-lab,Ч,2208250,107894580,0.0204667371
mhr,FU-lab,Ш,6330189,107894580,0.0586701297
mhr,FU-lab,Щ,18925,107894580,0.0001754027
mhr,FU-lab,Ъ,24428,107894580,0.0002264062
mhr,FU-lab,Ы,9337641,107894580,0.0865441156
mhr,FU-lab,Ь,380442,107894580,0.0035260529
mhr,FU-lab,Э,440013,107894580,0.0040781752
mhr,FU-lab,Ю,130614,107894580,0.0012105705
mhr,FU-lab,Я,610608,107894580,0.0056593019
mhr,FU-lab,Ҥ,530181,107894580,0.0049138798
mhr,FU-lab,Ӓ,2245,107894580,0.0000208073
mhr,FU-lab,Ӧ,681706,107894580,0.0063182599
mhr,FU-lab,Ӱ,1161593,107894580,0.0107659996
mhr,FU-lab,Ӹ,1493,107894580,0.0000138376
mrj,FU-lab,Ё,1547,5794384,0.0002669827
mrj,FU-lab,А,405834,5794384,0.0700391966
mrj,FU-lab,Б,17645,5794384,0.0030451900
mrj,FU-lab,В,165293,5794384,0.0285264145
mrj,FU-lab,Г,115521,5794384,0.0199367180
mrj,FU-lab,Д,181620,5794384,0.0313441429
mrj,FU-lab,Е,309762,5794384,0.0534590044
mrj,FU-lab,Ж,82963,5794384,0.0143178291
mrj,FU-lab,З,38154,5794384,0.0065846516
mrj,FU-lab,И,226258,5794384,0.0390478091
mrj,FU-lab,Й,65861,5794384,0.0113663506
mrj,FU-lab,К,306263,5794384,0.0528551439
mrj,FU-lab,Л,359646,5794384,0.0620680300
mrj,FU-lab,М,276000,5794384,0.0476323281
mrj,FU-lab,Н,411145,5794384,0.0709557737
mrj,FU-lab,О,248381,5794384,0.0428658163
mrj,FU-lab,П,121370,5794384,0.0209461437
mrj,FU-lab,Р,226771,5794384,0.0391363431
mrj,FU-lab,С,119889,5794384,0.0206905514
mrj,FU-lab,Т,365796,5794384,0.0631294025
mrj,FU-lab,У,94962,5794384,0.0163886273
mrj,FU-lab,Ф,12490,5794384,0.0021555354
mrj,FU-lab,Х,34731,5794384,0.0059939072
mrj,FU-lab,Ц,50986,5794384,0.0087992097
mrj,FU-lab,Ч,40119,5794384,0.0069237731
mrj,FU-lab,Ш,323894,5794384,0.0558979177
mrj,FU-lab,Щ,935,5794384,0.0001613631
mrj,FU-lab,Ъ,231,5794384,0.0000398662
mrj,FU-lab,Ы,342167,5794384,0.0590514885
mrj,FU-lab,Ь,52049,5794384,0.0089826632
mrj,FU-lab,Э,32762,5794384,0.0056540954
mrj,FU-lab,Ю,6471,5794384,0.0011167710
mrj,FU-lab,Я,42996,5794384,0.0074202883
mrj,FU-lab,Ӓ,283522,5794384,0.0489304817
mrj,FU-lab,Ӧ,10070,5794384,0.0017378897
mrj,FU-lab,Ӱ,19676,5794384,0.0033957018
mrj,FU-lab,Ӹ,400604,5794384,0.0691365985
myv,Ali_Kuzhuget,Ё,67499,20880319,0.0032326613
myv,Ali_Kuzhuget,А,1773332,20880319,0.0849283960
myv,Ali_Kuzhuget,Б,134005,20880319,0.0064177659
myv,Ali_Kuzhuget,В,851581,20880319,0.0407839076
myv,Ali_Kuzhuget,Г,200180,20880319,0.0095870183
myv,Ali_Kuzhuget,Д,584041,20880319,0.0279708849
myv,Ali_Kuzhuget,Е,1770868,20880319,0.0848103901
myv,Ali_Kuzhuget,Ж,89356,20880319,0.0042794365
myv,Ali_Kuzhuget,З,442795,20880319,0.0212063331
myv,Ali_Kuzhuget,И,964046,20880319,0.0461700801
myv,Ali_Kuzhuget,Й,219949,20880319,0.0105337950
myv,Ali_Kuzhuget,К,1103079,20880319,0.0528286469
myv,Ali_Kuzhuget,Л,732595,20880319,0.0350854314
myv,Ali_Kuzhuget,М,791519,20880319,0.0379074189
myv,Ali_Kuzhuget,Н,1652451,20880319,0.0791391645
myv,Ali_Kuzhuget,О,1711085,20880319,0.0819472634
myv,Ali_Kuzhuget,П,388304,20880319,0.0185966508
myv,Ali_Kuzhuget,Р,894772,20880319,0.0428524104
myv,Ali_Kuzhuget,С,1487676,20880319,0.0712477621
myv,Ali_Kuzhuget,Т,1540836,20880319,0.0737937002
myv,Ali_Kuzhuget,У,367517,20880319,0.0176011200
myv,Ali_Kuzhuget,Ф,38132,20880319,0.0018262173
myv,Ali_Kuzhuget,Х,51676,20880319,0.0024748664
myv,Ali_Kuzhuget,Ц,136387,20880319,0.0065318447
myv,Ali_Kuzhuget,Ч,182294,20880319,0.0087304222
myv,Ali_Kuzhuget,Ш,216882,20880319,0.0103869103
myv,Ali_Kuzhuget,Щ,16074,20880319,0.0007698158
myv,Ali_Kuzhuget,Ъ,8262,20880319,0.0003956836
myv,Ali_Kuzhuget,Ы,261494,20880319,0.0125234677
myv,Ali_Kuzhuget,Ь,1210304,20880319,0.0579638654
myv,Ali_Kuzhuget,Э,387646,20880319,0.0185651378
myv,Ali_Kuzhuget,Ю,67878,20880319,0.0032508124
myv,Ali_Kuzhuget,Я,535804,20880319,0.0256607191
nog,Renat_Shakhmirzov,Ё,190,3783628,0.0000502164
nog,Renat_Shakhmirzov,А,477078,3783628,0.1260900913
nog,Renat_Shakhmirzov,АЬ,19668,3783628,0.0051981854
nog,Renat_Shakhmirzov,Б,96920,3783628,0.0256156261
nog,Renat_Shakhmirzov,В,71792,3783628,0.0189743812
nog,Renat_Shakhmirzov,Г,108609,3783628,0.0287049890
nog,Renat_Shakhmirzov,Д,161551,3783628,0.0426973793
nog,Renat_Shakhmirzov,Е,269115,3783628,0.0711261784
nog,Renat_Shakhmirzov,Ж,8522,3783628,0.0022523356
nog,Renat_Shakhmirzov,З,62799,3783628,0.0165975619
nog,Renat_Shakhmirzov,И,254881,3783628,0.0673641806
nog,Renat_Shakhmirzov,Й,92035,3783628,0.0243245372
nog,Renat_Shakhmirzov,К,188057,3783628,0.0497028249
nog,Renat_Shakhmirzov,Л,257322,3783628,0.0680093286
nog,Renat_Shakhmirzov,М,124502,3783628,0.0329054548
nog,Renat_Shakhmirzov,Н,253873,3783628,0.0670977697
nog,Renat_Shakhmirzov,НЪ,47271,3783628,0.0124935644
nog,Renat_Shakhmirzov,О,134994,3783628,0.0356784546
nog,Renat_Shakhmirzov,ОЬ,29613,3783628,0.0078266151
nog,Renat_Shakhmirzov,П,59794,3783628,0.0158033506
nog,Renat_Shakhmirzov,Р,224020,3783628,0.0592077234
nog,Renat_Shakhmirzov,С,152945,3783628,0.0404228428
nog,Renat_Shakhmirzov,Т,166526,3783628,0.0440122549
nog,Renat_Shakhmirzov,У,58561,3783628,0.0154774729
nog,Renat_Shakhmirzov,УЬ,29079,3783628,0.0076854807
nog,Renat_Shakhmirzov,Ф,6075,3783628,0.0016056018
nog,Renat_Shakhmirzov,Х,13690,3783628,0.0036182204
nog,Renat_Shakhmirzov,Ц,6509,3783628,0.0017203065
nog,Renat_Shakhmirzov,Ч,5219,3783628,0.0013793639
nog,Renat_Shakhmirzov,Ш,54978,3783628,0.0145304982
nog,Renat_Shakhmirzov,Щ,916,3783628,0.0002420957
nog,Renat_Shakhmirzov,Ъ,1287,3783628,0.0003401497
nog,Renat_Shakhmirzov,Ы,255112,3783628,0.0674252331
nog,Renat_Shakhmirzov,Ь,8913,3783628,0.0023556756
nog,Renat_Shakhmirzov,Э,30265,3783628,0.0079989365
nog,Renat_Shakhmirzov,Ю,8130,3783628,0.0021487313
nog,Renat_Shakhmirzov,Я,42817,3783628,0.0113163873
oss,Alina_Kanukova,Ё,0,103233,0.0000000000
oss,Alina_Kanukova,А,7482,103233,0.0724768243
oss,Alina_Kanukova,Б,1686,103233,0.0163319869
oss,Alina_Kanukova,В,603,103233,0.0058411554
oss,Alina_Kanukova,Г,3006,103233,0.0291185958
oss,Alina_Kanukova,Д,7056,103233,0.0683502368
oss,Alina_Kanukova,Е,435,103233,0.0042137689
oss,Alina_Kanukova,Ж,418,103233,0.0040490928
oss,Alina_Kanukova,З,2716,103233,0.0263094166
oss,Alina_Kanukova,И,2616,103233,0.0253407341
oss,Alina_Kanukova,Й,3442,103233,0.0333420515
oss,Alina_Kanukova,К,2297,103233,0.0222506369
oss,Alina_Kanukova,Л,2143,103233,0.0207588659
oss,Alina_Kanukova,М,4415,103233,0.0427673322
oss,Alina_Kanukova,Н,6190,103233,0.0599614464
oss,Alina_Kanukova,О,2345,103233,0.0227156045
oss,Alina_Kanukova,П,491,103233,0.0047562311
oss,Alina_Kanukova,Р,5111,103233,0.0495093623
oss,Alina_Kanukova,С,4200,103233,0.0406846648
oss,Alina_Kanukova,Т,5253,103233,0.0508848915
oss,Alina_Kanukova,У,5473,103233,0.0530159929
oss,Alina_Kanukova,Ф,1720,103233,0.0166613389
oss,Alina_Kanukova,Х,3436,103233,0.0332839305
oss,Alina_Kanukova,Ц,1854,103233,0.0179593735
oss,Alina_Kanukova,Ч,362,103233,0.0035066306
oss,Alina_Kanukova,Ш,2,103233,0.0000193736
oss,Alina_Kanukova,Щ,0,103233,0.0000000000
